"RAISON_SOCIALE";"SIRET";"SIREN";"NUM_TVA";"ADRESSE";"CODE_POSTAL";"VILLE";"PAYS";"TELEPHONE";"EMAIL_CONTACT";"SITE_WEB";"SECTEUR_ACTIVITE";"CHIFFRE_AFFAIRES";"DATE_CREATION";"ACTIF"
"Maréchal Digital SASU";"77832120433891";"778321204";"FR91778321204";"17 Chemin du Moulin";"31000";"Toulouse";"France";"+33 4 14 47 35 15";"contact@marechal.fr";"https://www.marechal.fr";"Télécommunications";"44300940.24";"2014-02-26";"False"
"Vidal Consulting SASU";"60830912843202";"608309128";"FR48608309128";"49 Rue Lafayette";"75015";"Paris";"France";"+33 3 16 93 52 44";"contact@vidal.fr";"https://www.vidal.fr";"Santé";"39987186.33";"2019-08-08";"True"
"Rolland Group SASU";"46403780434486";"464037804";"FR76464037804";"128 Rue Nationale";"57000";"Metz";"France";"+33 5 44 20 64 20";"contact@rolland.fr";"https://www.rolland.fr";"Conseil";"30162419.61";"2008-02-04";"True"
"Morin Technologies SAS";"45210131696628";"452101316";"FR05452101316";"79 Avenue de la Liberté";"76600";"Le Havre";"France";"+33 5 64 31 98 66";"contact@morin.fr";"https://www.morin.fr";"Automobile";"22411770.02";"2015-10-25";"True"
"Lemaire & Associés SA";"18057483897973";"180574838";"FR90180574838";"104 Rue Nationale";"93100";"Montreuil";"France";"+33 5 96 30 13 28";"contact@lemaire.fr";"https://www.lemaire.fr";"BTP";"1836468.39";"2003-01-06";"True"
"Adam Services SA";"51108677784349";"511086777";"FR64511086777";"40 Allée des Tilleuls";"75015";"Paris";"France";"+33 4 57 57 66 19";"contact@adam.fr";"https://www.adam.fr";"Industrie";"26520048.09";"2017-11-08";"True"
"Guérin Technologies SARL";"12782423534385";"127824235";"FR95127824235";"133 Boulevard Voltaire";"57000";"Metz";"France";"+33 5 25 43 43 67";"contact@guerin.fr";"https://www.guerin.fr";"Télécommunications";"49818619.1";"2012-10-22";"True"
"Deschamps Technologies SARL";"24573727719706";"245737277";"FR09245737277";"45 Rue Jean Moulin";"37000";"Tours";"France";"+33 4 21 97 50 95";"contact@deschamps.fr";"https://www.deschamps.fr";"Automobile";"35506070.29";"2013-01-09";"True"
"Morel Conseil EURL";"95222500057381";"952225000";"FR83952225000";"58 Rue du Faubourg Saint-Honoré";"66000";"Perpignan";"France";"+33 2 27 40 73 13";"contact@morel.fr";"https://www.morel.fr";"Automobile";"27745669.72";"2016-07-19";"True"
"Pons Partners SARL";"19257317018617";"192573170";"FR35192573170";"102 Chemin du Moulin";"83000";"Toulon";"France";"+33 4 77 62 62 83";"contact@pons.fr";"https://www.pons.fr";"Assurance";"6353806.43";"2014-03-22";"True"
"Arnaud Consulting SASU";"46991992926821";"469919929";"FR17469919929";"142 Impasse des Lilas";"64100";"Bayonne";"France";"+33 5 33 26 65 74";"contact@arnaud.fr";"https://www.arnaud.fr";"Banque & Finance";"41586401.24";"2023-03-29";"True"
"Girard Services SARL";"86163958339552";"861639583";"FR02861639583";"133 Rue Jean Moulin";"49000";"Angers";"France";"+33 3 20 42 35 91";"contact@girard.fr";"https://www.girard.fr";"Médias";"13795106.56";"2013-08-01";"True"
"Laurent Conseil SCI";"73544947786106";"735449477";"FR23735449477";"44 Allée des Tilleuls";"06000";"Nice";"France";"+33 5 87 53 82 15";"contact@laurent.fr";"https://www.laurent.fr";"Technologie";"4153020.46";"2011-11-15";"True"
"Hamon Group SCI";"76368886693753";"763688866";"FR39763688866";"128 Rue Jean Moulin";"75008";"Paris";"France";"+33 5 47 92 48 71";"contact@hamon.fr";"https://www.hamon.fr";"Distribution";"40253938.9";"2018-03-20";"True"
"Moreau & Associés EURL";"26973759067619";"269737590";"FR79269737590";"124 Avenue de la Liberté";"13100";"Aix-en-Provence";"France";"+33 2 53 87 28 50";"contact@moreau.fr";"https://www.moreau.fr";"Agroalimentaire";"36736567.76";"2015-06-29";"False"
"Bertrand Services GIE";"65295570683616";"652955706";"FR48652955706";"82 Rue de la République";"69001";"Lyon";"France";"+33 4 25 44 67 41";"contact@bertrand.fr";"https://www.bertrand.fr";"Industrie";"4930901.46";"2013-01-06";"False"
"Philippe Industries SASU";"27147620752917";"271476207";"FR46271476207";"81 Avenue Victor Hugo";"68100";"Mulhouse";"France";"+33 2 73 75 69 73";"contact@philippe.fr";"https://www.philippe.fr";"Transport";"24918776.63";"2004-01-15";"False"
"Colin Industries SASU";"33100956186460";"331009561";"FR22331009561";"13 Avenue des Champs-Élysées";"49000";"Angers";"France";"+33 3 73 86 93 96";"contact@colin.fr";"https://www.colin.fr";"Éducation";"14358844.23";"2000-05-13";"True"
"Lemaire Solutions SARL";"88115583957943";"881155839";"FR55881155839";"104 Rue Nationale";"64000";"Pau";"France";"+33 1 61 16 82 81";"contact@lemaire.fr";"https://www.lemaire.fr";"Télécommunications";"18189936.42";"2012-12-11";"True"
"Colin Consulting SASU";"40034778991689";"400347789";"FR49400347789";"31 Rue de Rivoli";"86000";"Poitiers";"France";"+33 1 60 57 53 81";"contact@colin.fr";"https://www.colin.fr";"Automobile";"37772762.1";"2008-12-05";"True"
"Sanchez & Associés SCI";"14864410915100";"148644109";"FR59148644109";"86 Avenue de Verdun";"31000";"Toulouse";"France";"+33 4 76 68 29 87";"contact@sanchez.fr";"https://www.sanchez.fr";"Tourisme";"7075071.19";"2014-04-15";"True"
"Philippe Solutions EURL";"73750699354089";"737506993";"FR73737506993";"131 Rue des Écoles";"66000";"Perpignan";"France";"+33 4 82 48 70 12";"contact@philippe.fr";"https://www.philippe.fr";"Automobile";"16628855.72";"2004-11-30";"False"
"Rey & Associés SA";"74092681872205";"740926818";"FR52740926818";"149 Avenue Foch";"51100";"Reims";"France";"+33 2 16 84 71 31";"contact@rey.fr";"https://www.rey.fr";"Tourisme";"31488359.53";"2017-01-20";"True"
"Maréchal & Associés SARL";"71479264124404";"714792641";"FR02714792641";"5 Avenue de la Liberté";"67000";"Strasbourg";"France";"+33 3 63 29 62 98";"contact@marechal.fr";"https://www.marechal.fr";"Télécommunications";"20577832.73";"2021-02-25";"True"
"Pichon & Associés EURL";"85782038628098";"857820386";"FR51857820386";"54 Rue des Écoles";"25000";"Besançon";"France";"+33 3 94 71 77 58";"contact@pichon.fr";"https://www.pichon.fr";"Agroalimentaire";"47838606.06";"2020-08-14";"False"
"Clément Services SCI";"82570835699226";"825708356";"FR93825708356";"68 Rue de la Gare";"93200";"Saint-Denis";"France";"+33 4 34 41 45 81";"contact@clement.fr";"https://www.clement.fr";"Transport";"11320865.2";"2013-05-08";"True"
"Delmas Digital SARL";"44041990772888";"440419907";"FR35440419907";"144 Rue Pierre Curie";"49000";"Angers";"France";"+33 3 46 25 83 96";"contact@delmas.fr";"https://www.delmas.fr";"Médias";"19046739.85";"2017-09-12";"True"
"Hamon Conseil GIE";"41187116715513";"411871167";"FR62411871167";"21 Rue Nationale";"76600";"Le Havre";"France";"+33 4 93 42 71 37";"contact@hamon.fr";"https://www.hamon.fr";"Télécommunications";"41414790.01";"2012-02-29";"False"
"Caron Conseil SA";"21728114990698";"217281149";"FR64217281149";"62 Rue de la République";"06600";"Antibes";"France";"+33 1 95 77 38 91";"contact@caron.fr";"https://www.caron.fr";"Distribution";"2719306.23";"2018-07-16";"True"
"Marchand Conseil SAS";"10556352882135";"105563528";"FR49105563528";"105 Impasse des Lilas";"44000";"Nantes";"France";"+33 4 71 93 35 46";"contact@marchand.fr";"https://www.marchand.fr";"Agroalimentaire";"14342225.53";"2002-08-27";"False"
"Laurent Partners EURL";"34934453980143";"349344539";"FR39349344539";"10 Rue Pierre Curie";"06600";"Antibes";"France";"+33 2 63 32 14 60";"contact@laurent.fr";"https://www.laurent.fr";"Éducation";"9396950.43";"2012-12-25";"True"
"Bernard Partners SA";"74723328324064";"747233283";"FR82747233283";"73 Avenue de la Liberté";"21000";"Dijon";"France";"+33 5 77 73 27 74";"contact@bernard.fr";"https://www.bernard.fr";"BTP";"13714570.37";"2005-01-19";"True"
"Noel Solutions SASU";"87158891934405";"871588919";"FR43871588919";"87 Avenue de Verdun";"75001";"Paris";"France";"+33 3 82 96 34 32";"contact@noel.fr";"https://www.noel.fr";"Luxe";"41366792.28";"2023-02-11";"True"
"Sanchez Technologies EURL";"29840730228430";"298407302";"FR91298407302";"83 Rue Pierre Curie";"87000";"Limoges";"France";"+33 2 10 43 59 40";"contact@sanchez.fr";"https://www.sanchez.fr";"BTP";"37712456.92";"2014-10-14";"True"
"Berger & Associés SCI";"38084055895679";"380840558";"FR08380840558";"61 Avenue des Champs-Élysées";"30000";"Nîmes";"France";"+33 1 69 49 30 61";"contact@berger.fr";"https://www.berger.fr";"Tourisme";"46162990.1";"2013-12-13";"True"
"Fleury Services SA";"75994905038947";"759949050";"FR96759949050";"35 Rue Pasteur";"59000";"Lille";"France";"+33 2 68 87 57 63";"contact@fleury.fr";"https://www.fleury.fr";"Médias";"45648564.73";"2024-02-10";"True"
"Bonnet Industries GIE";"83051156888094";"830511568";"FR88830511568";"135 Avenue de la Liberté";"13008";"Marseille";"France";"+33 5 56 19 82 24";"contact@bonnet.fr";"https://www.bonnet.fr";"Banque & Finance";"41455825.29";"2022-09-03";"True"
"Aubert Conseil SARL";"45231362478202";"452313624";"FR27452313624";"30 Allée des Tilleuls";"37000";"Tours";"France";"+33 2 84 72 21 75";"contact@aubert.fr";"https://www.aubert.fr";"BTP";"40453734.95";"2020-05-04";"True"
"Nguyen Partners SASU";"16199439283242";"161994392";"FR93161994392";"79 Place du Marché";"80000";"Amiens";"France";"+33 1 60 42 10 37";"contact@nguyen.fr";"https://www.nguyen.fr";"Assurance";"2359961.16";"2015-06-15";"True"
"Collet Technologies SAS";"60688259414159";"606882594";"FR86606882594";"105 Boulevard Saint-Germain";"76600";"Le Havre";"France";"+33 2 92 92 63 57";"contact@collet.fr";"https://www.collet.fr";"Luxe";"22482002.92";"2016-12-06";"True"
"Maréchal Consulting EURL";"24279671495660";"242796714";"FR82242796714";"31 Boulevard Saint-Germain";"49000";"Angers";"France";"+33 5 60 77 26 38";"contact@marechal.fr";"https://www.marechal.fr";"Technologie";"37833352.8";"2013-05-20";"True"
"Berger Group SCI";"67115936759712";"671159367";"FR31671159367";"64 Avenue de la Liberté";"59000";"Lille";"France";"+33 3 29 45 34 24";"contact@berger.fr";"https://www.berger.fr";"Banque & Finance";"40492961.36";"2018-10-21";"True"
"Dubois Industries SARL";"17225306023224";"172253060";"FR34172253060";"9 Avenue de la Liberté";"54000";"Nancy";"France";"+33 5 96 16 41 15";"contact@dubois.fr";"https://www.dubois.fr";"Luxe";"22004244.29";"2009-09-29";"True"
"Lecomte Conseil SAS";"64105404447914";"641054044";"FR83641054044";"148 Avenue Jean Jaurès";"59000";"Lille";"France";"+33 5 86 96 51 40";"contact@lecomte.fr";"https://www.lecomte.fr";"Transport";"43825290.28";"2023-05-20";"True"
"Roussel & Associés SA";"69777152387550";"697771523";"FR67697771523";"45 Impasse des Lilas";"06600";"Antibes";"France";"+33 4 81 73 16 54";"contact@roussel.fr";"https://www.roussel.fr";"Luxe";"39311649.34";"2014-04-19";"True"
"Boyer Solutions SARL";"50422105034101";"504221050";"FR57504221050";"138 Rue Pasteur";"64000";"Pau";"France";"+33 2 38 48 28 69";"contact@boyer.fr";"https://www.boyer.fr";"Banque & Finance";"28163058.88";"2018-09-07";"True"
"Roux Industries SASU";"37379948936651";"373799489";"FR06373799489";"21 Rue Pierre Curie";"21000";"Dijon";"France";"+33 4 57 21 78 34";"contact@roux.fr";"https://www.roux.fr";"Banque & Finance";"13496233.23";"2001-10-09";"True"
"Mercier Partners GIE";"87771682498008";"877716824";"FR27877716824";"56 Rue Pasteur";"76000";"Rouen";"France";"+33 2 52 48 11 37";"contact@mercier.fr";"https://www.mercier.fr";"Télécommunications";"48107670.05";"2005-04-06";"True"
"Jacquet Industries SASU";"84692303289220";"846923032";"FR93846923032";"53 Boulevard Voltaire";"17000";"La Rochelle";"France";"+33 2 80 51 46 58";"contact@jacquet.fr";"https://www.jacquet.fr";"BTP";"26729141.36";"2016-02-12";"True"
"Lopez Digital SCI";"60036806222924";"600368062";"FR50600368062";"121 Rue Victor Hugo";"06400";"Cannes";"France";"+33 3 36 57 50 62";"contact@lopez.fr";"https://www.lopez.fr";"Banque & Finance";"28169983.9";"2009-12-04";"True"
"Dubois Consulting SA";"72709947885909";"727099478";"FR82727099478";"107 Rue Lafayette";"06400";"Cannes";"France";"+33 2 35 52 39 58";"contact@dubois.fr";"https://www.dubois.fr";"Distribution";"25015143.97";"2015-02-21";"True"
"Deschamps Digital EURL";"59481137032050";"594811370";"FR06594811370";"91 Boulevard Saint-Germain";"06400";"Cannes";"France";"+33 2 79 72 33 79";"contact@deschamps.fr";"https://www.deschamps.fr";"Banque & Finance";"26244826.33";"2003-05-02";"False"
"Hubert & Associés SAS";"54280277928021";"542802779";"FR91542802779";"60 Boulevard Haussmann";"93100";"Montreuil";"France";"+33 2 11 37 74 68";"contact@hubert.fr";"https://www.hubert.fr";"Automobile";"3116460.93";"2021-09-03";"True"
"Dubois Consulting SAS";"69232276163914";"692322761";"FR27692322761";"5 Boulevard Gambetta";"75001";"Paris";"France";"+33 3 78 46 12 74";"contact@dubois.fr";"https://www.dubois.fr";"Conseil";"40327768.18";"2008-01-16";"True"
"Lefebvre Conseil SCI";"35873831735156";"358738317";"FR60358738317";"135 Place de la Bastille";"95100";"Argenteuil";"France";"+33 3 44 60 20 57";"contact@lefebvre.fr";"https://www.lefebvre.fr";"Luxe";"23003987.5";"2010-11-28";"False"
"François Technologies SA";"80194338295182";"801943382";"FR74801943382";"9 Boulevard Haussmann";"64000";"Pau";"France";"+33 4 58 58 80 70";"contact@françois.fr";"https://www.françois.fr";"Banque & Finance";"31873728.97";"2007-09-08";"True"
"Lemaire Services EURL";"70758392522499";"707583925";"FR04707583925";"11 Rue de la République";"25000";"Besançon";"France";"+33 2 98 82 70 44";"contact@lemaire.fr";"https://www.lemaire.fr";"Banque & Finance";"46215547.4";"2012-07-29";"True"
"Lemaître & Associés EURL";"29258042751220";"292580427";"FR30292580427";"54 Avenue Foch";"75008";"Paris";"France";"+33 2 60 19 48 30";"contact@lemaître.fr";"https://www.lemaître.fr";"Distribution";"28378126.4";"2017-06-15";"True"
"Collet Group SA";"91132926728343";"911329267";"FR36911329267";"21 Boulevard Gambetta";"78000";"Versailles";"France";"+33 3 16 22 65 39";"contact@collet.fr";"https://www.collet.fr";"Assurance";"17095578.05";"2017-10-17";"False"
"Morin Solutions SAS";"94132840669054";"941328406";"FR77941328406";"59 Rue Nationale";"57000";"Metz";"France";"+33 5 58 65 33 97";"contact@morin.fr";"https://www.morin.fr";"Luxe";"4376136.47";"2013-04-01";"True"
"Navarro Technologies SAS";"38773277730214";"387732777";"FR48387732777";"40 Place du Marché";"69100";"Villeurbanne";"France";"+33 4 50 56 23 21";"contact@navarro.fr";"https://www.navarro.fr";"Technologie";"47153715.34";"2019-12-13";"True"
"Blanc Conseil SAS";"19373469034561";"193734690";"FR64193734690";"115 Rue des Écoles";"29200";"Brest";"France";"+33 5 75 62 23 13";"contact@blanc.fr";"https://www.blanc.fr";"Assurance";"17760322.94";"2004-03-04";"True"
"Morin Group GIE";"11325063748253";"113250637";"FR14113250637";"100 Rue Victor Hugo";"13100";"Aix-en-Provence";"France";"+33 1 81 41 83 76";"contact@morin.fr";"https://www.morin.fr";"Énergie";"34297267.99";"2007-08-09";"True"
"Roussel Digital SA";"25669632718292";"256696327";"FR76256696327";"112 Place de la Bastille";"44000";"Nantes";"France";"+33 4 48 71 19 56";"contact@roussel.fr";"https://www.roussel.fr";"Immobilier";"47216692.55";"2022-03-29";"True"
"Dupont Technologies SASU";"24548077549932";"245480775";"FR04245480775";"102 Avenue Jean Jaurès";"75001";"Paris";"France";"+33 5 58 52 66 52";"contact@dupont.fr";"https://www.dupont.fr";"Conseil";"40792225.95";"2006-02-08";"True"
"Perrot Industries EURL";"61433279451180";"614332794";"FR43614332794";"102 Avenue Jean Jaurès";"34000";"Montpellier";"France";"+33 3 98 91 72 83";"contact@perrot.fr";"https://www.perrot.fr";"Distribution";"16361723.25";"2012-07-28";"True"
"Masson Technologies SA";"70542987936188";"705429879";"FR06705429879";"140 Boulevard Saint-Germain";"14000";"Caen";"France";"+33 5 13 69 36 66";"contact@masson.fr";"https://www.masson.fr";"Transport";"41580962.25";"2003-02-07";"True"
"Boyer Digital EURL";"24944244093012";"249442440";"FR74249442440";"62 Place de la Bastille";"83000";"Toulon";"France";"+33 2 64 58 19 67";"contact@boyer.fr";"https://www.boyer.fr";"Éducation";"29153976.56";"2023-12-21";"True"
"Leclerc Consulting SASU";"13947628857124";"139476288";"FR73139476288";"138 Rue de la Gare";"78000";"Versailles";"France";"+33 1 23 41 94 95";"contact@leclerc.fr";"https://www.leclerc.fr";"Automobile";"8400290.81";"2001-12-26";"True"
"Adam Group EURL";"90818698053463";"908186980";"FR23908186980";"28 Rue de la Paix";"29200";"Brest";"France";"+33 1 43 38 75 76";"contact@adam.fr";"https://www.adam.fr";"Médias";"29067862.95";"2009-11-30";"True"
"Masson Partners SASU";"84135141175597";"841351411";"FR76841351411";"89 Rue de la Paix";"06000";"Nice";"France";"+33 4 23 47 63 20";"contact@masson.fr";"https://www.masson.fr";"Santé";"41582755.46";"2006-05-10";"True"
"Clément Industries SASU";"65954278573298";"659542785";"FR57659542785";"122 Rue du Faubourg Saint-Honoré";"49000";"Angers";"France";"+33 4 99 67 50 18";"contact@clement.fr";"https://www.clement.fr";"Transport";"2329684.33";"2005-02-28";"True"
"Clément Technologies EURL";"82707282331542";"827072823";"FR94827072823";"63 Boulevard Gambetta";"06600";"Antibes";"France";"+33 2 80 30 52 81";"contact@clement.fr";"https://www.clement.fr";"Conseil";"47927284.82";"2010-05-26";"True"
"Dufour Conseil SARL";"78770895296154";"787708952";"FR64787708952";"102 Rue de la Paix";"29200";"Brest";"France";"+33 5 35 67 85 64";"contact@dufour.fr";"https://www.dufour.fr";"Luxe";"322057.16";"2009-08-20";"True"
"Jacquet Technologies EURL";"71992259623336";"719922596";"FR41719922596";"48 Rue Nationale";"45000";"Orléans";"France";"+33 3 35 68 24 43";"contact@jacquet.fr";"https://www.jacquet.fr";"Éducation";"26432979.48";"2014-01-21";"True"
"Philippe Partners SASU";"22265575855603";"222655758";"FR66222655758";"118 Rue de la Gare";"49000";"Angers";"France";"+33 2 96 48 88 85";"contact@philippe.fr";"https://www.philippe.fr";"Assurance";"33638293.08";"2014-01-18";"True"
"Nicolas Conseil SAS";"50083433728528";"500834337";"FR86500834337";"100 Rue du Commerce";"66000";"Perpignan";"France";"+33 5 27 83 59 64";"contact@nicolas.fr";"https://www.nicolas.fr";"Énergie";"24384843.76";"2024-02-08";"True"
"Adam Consulting SARL";"27917049174178";"279170491";"FR02279170491";"36 Boulevard Saint-Germain";"76600";"Le Havre";"France";"+33 3 67 89 16 55";"contact@adam.fr";"https://www.adam.fr";"Technologie";"24281985.08";"2008-10-01";"True"
"Gaillard Digital SCI";"53930466299744";"539304662";"FR73539304662";"107 Chemin du Moulin";"57000";"Metz";"France";"+33 4 72 31 20 82";"contact@gaillard.fr";"https://www.gaillard.fr";"Technologie";"39814456.39";"2009-11-22";"True"
"Guérin Consulting SARL";"40995738432047";"409957384";"FR46409957384";"118 Avenue Foch";"64100";"Bayonne";"France";"+33 4 80 75 24 83";"contact@guerin.fr";"https://www.guerin.fr";"Santé";"13467656.58";"2016-06-15";"True"
"Jacquet Digital SAS";"68664236038644";"686642360";"FR75686642360";"27 Place du Marché";"29200";"Brest";"France";"+33 2 48 14 67 43";"contact@jacquet.fr";"https://www.jacquet.fr";"Automobile";"43123761.31";"2003-11-26";"True"
"David Industries GIE";"32535496587060";"325354965";"FR79325354965";"90 Boulevard de la Marne";"78000";"Versailles";"France";"+33 5 90 64 31 88";"contact@david.fr";"https://www.david.fr";"Industrie";"39263980.57";"2009-04-13";"True"
